"Notes"	"Standard Residence Census Region"	"Standard Residence Census Region Code"	"Mother's Single Race 6"	"Mother's Single Race 6 Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Year"	"Year Code"	"Month"	"Month Code"	Fetal Deaths
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"March"	"3"	83
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"April"	"4"	80
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"May"	"5"	75
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"June"	"6"	82
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"July"	"7"	87
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"August"	"8"	90
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"September"	"9"	66
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"October"	"10"	91
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"November"	"11"	76
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"December"	"12"	55
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"January"	"1"	91
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"February"	"2"	78
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"March"	"3"	83
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"April"	"4"	77
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"May"	"5"	90
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"June"	"6"	86
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"July"	"7"	67
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"August"	"8"	84
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"September"	"9"	93
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"October"	"10"	69
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"November"	"11"	61
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"December"	"12"	65
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"January"	"1"	75
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"February"	"2"	62
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"March"	"3"	68
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"April"	"4"	67
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"May"	"5"	75
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"June"	"6"	72
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"July"	"7"	75
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"August"	"8"	72
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"September"	"9"	67
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"October"	"10"	73
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"November"	"11"	57
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"December"	"12"	69
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"January"	"1"	75
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"February"	"2"	68
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"March"	"3"	71
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"April"	"4"	77
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"May"	"5"	77
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"June"	"6"	69
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"July"	"7"	93
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"August"	"8"	81
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"September"	"9"	93
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"October"	"10"	78
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"November"	"11"	57
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"December"	"12"	81
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"January"	"1"	84
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"February"	"2"	70
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"March"	"3"	82
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"April"	"4"	54
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"May"	"5"	104
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"June"	"6"	77
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"July"	"7"	82
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"August"	"8"	93
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"September"	"9"	75
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"October"	"10"	79
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"November"	"11"	78
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"December"	"12"	77
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"January"	"1"	69
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"February"	"2"	69
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"March"	"3"	76
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"April"	"4"	74
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"May"	"5"	83
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"June"	"6"	60
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"July"	"7"	87
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"August"	"8"	77
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"September"	"9"	78
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"October"	"10"	73
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"November"	"11"	76
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"December"	"12"	70
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"January"	"1"	62
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"February"	"2"	81
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"March"	"3"	77
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"April"	"4"	111
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"May"	"5"	90
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"June"	"6"	76
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"July"	"7"	78
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"August"	"8"	76
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"September"	"9"	76
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"October"	"10"	75
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"November"	"11"	81
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"December"	"12"	72
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"January"	"1"	78
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"February"	"2"	85
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"March"	"3"	70
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"April"	"4"	73
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"May"	"5"	73
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"June"	"6"	74
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"July"	"7"	87
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"August"	"8"	104
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"September"	"9"	82
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"October"	"10"	87
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"November"	"11"	61
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"December"	"12"	63
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"January"	"1"	53
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"February"	"2"	52
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"March"	"3"	61
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"April"	"4"	46
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"May"	"5"	46
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"June"	"6"	50
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"July"	"7"	47
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"August"	"8"	41
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"September"	"9"	52
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"October"	"10"	59
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"November"	"11"	50
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"December"	"12"	49
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"January"	"1"	71
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"February"	"2"	37
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"March"	"3"	53
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"April"	"4"	45
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"May"	"5"	59
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"June"	"6"	48
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"July"	"7"	38
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"August"	"8"	56
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"September"	"9"	39
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"October"	"10"	56
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"November"	"11"	49
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2019"	"2019"	"December"	"12"	47
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2020"	"2020"	"January"	"1"	54
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2020"	"2020"	"February"	"2"	54
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2020"	"2020"	"March"	"3"	64
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2020"	"2020"	"April"	"4"	54
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2020"	"2020"	"May"	"5"	53
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2020"	"2020"	"June"	"6"	45
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2020"	"2020"	"July"	"7"	52
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2020"	"2020"	"August"	"8"	44
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2020"	"2020"	"September"	"9"	61
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2020"	"2020"	"October"	"10"	53
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2020"	"2020"	"November"	"11"	40
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2020"	"2020"	"December"	"12"	54
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2021"	"2021"	"January"	"1"	59
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2021"	"2021"	"February"	"2"	44
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2021"	"2021"	"March"	"3"	48
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2021"	"2021"	"April"	"4"	44
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2021"	"2021"	"May"	"5"	64
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2021"	"2021"	"June"	"6"	59
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2021"	"2021"	"July"	"7"	69
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2021"	"2021"	"August"	"8"	59
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2021"	"2021"	"September"	"9"	59
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2021"	"2021"	"October"	"10"	64
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2021"	"2021"	"November"	"11"	44
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"35-39 years"	"35-39"	"2021"	"2021"	"December"	"12"	56
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2018"	"2018"	"January"	"1"	16
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2018"	"2018"	"February"	"2"	14
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2018"	"2018"	"March"	"3"	17
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2018"	"2018"	"April"	"4"	16
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2018"	"2018"	"May"	"5"	10
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2018"	"2018"	"June"	"6"	20
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2018"	"2018"	"July"	"7"	14
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2018"	"2018"	"August"	"8"	18
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2018"	"2018"	"September"	"9"	20
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2018"	"2018"	"October"	"10"	24
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2018"	"2018"	"November"	"11"	14
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2018"	"2018"	"December"	"12"	10
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2019"	"2019"	"January"	"1"	16
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2019"	"2019"	"February"	"2"	15
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2019"	"2019"	"March"	"3"	13
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2019"	"2019"	"April"	"4"	14
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2019"	"2019"	"May"	"5"	13
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2019"	"2019"	"June"	"6"	19
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2019"	"2019"	"July"	"7"	24
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2019"	"2019"	"August"	"8"	12
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2019"	"2019"	"September"	"9"	26
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2019"	"2019"	"October"	"10"	18
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2019"	"2019"	"December"	"12"	12
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2020"	"2020"	"January"	"1"	11
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2020"	"2020"	"February"	"2"	14
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2020"	"2020"	"April"	"4"	14
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2020"	"2020"	"May"	"5"	17
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2020"	"2020"	"June"	"6"	21
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2020"	"2020"	"July"	"7"	21
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2020"	"2020"	"August"	"8"	18
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2020"	"2020"	"September"	"9"	18
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2020"	"2020"	"October"	"10"	22
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2020"	"2020"	"November"	"11"	12
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2020"	"2020"	"December"	"12"	19
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2021"	"2021"	"January"	"1"	21
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2021"	"2021"	"February"	"2"	11
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2021"	"2021"	"March"	"3"	22
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2021"	"2021"	"April"	"4"	11
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2021"	"2021"	"May"	"5"	14
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2021"	"2021"	"June"	"6"	20
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2021"	"2021"	"July"	"7"	23
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2021"	"2021"	"August"	"8"	23
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2021"	"2021"	"September"	"9"	17
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2021"	"2021"	"October"	"10"	19
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2021"	"2021"	"November"	"11"	21
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"40-44 years"	"40-44"	"2021"	"2021"	"December"	"12"	14
"---"
"Dataset: Fetal Deaths, 2014-2021 expanded"
"Query Parameters:"
"Year: 2018; 2019; 2020; 2021"
"Group By: Standard Residence Census Region; Mother's Single Race 6; Age of Mother 9; Year; Month"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/fetal-deaths-expanded.html for more information."
"---"
"Query Date: Jun 19, 2023 4:06:22 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Fetal Deaths on CDC WONDER Online Database. Data are from the Fetal Death Records 2014-2021, as compiled from data"
"provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/fetal-deaths-expanded-current.html on Jun 19, 2023 4:06:22 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Fetal Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Fetal Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. 'Suppressed' appears instead of fetal deaths and percent of total values when the death value represents 0-9 sub-national"
"events. This is because the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/fetal-deaths-expanded.html#Assurance of Confidentiality."
"2. For some fields the data are recoded to ""Not Reported"" for specific states and years. The records are recoded because fetal"
"deaths to mothers residing in a reporting area continued to use the 1989 U.S. Standard Report of Fetal Death, or fetal deaths to"
"mothers residing in a reporting area that used the 2003 U.S. Standard Report of Fetal Death had more than 50% of fetal deaths"
"assigned to unknown or unspecified cause (P95) in the specified year, or the state simply did not report item for some years."
"For more details see the user guide, which can be found at https://www.cdc.gov/nchs/data_access/vitalstatsonline.htm, for the"
"respective data year. To learn how to run query which shows exactly which states are not reporting for specific years see help"
